ticker,fy,fye_month,mktcap_b,net_cash_b,revenue_b,gross_margin,op_margin,fcf_margin,rev_growth,price_fye
ROKU,2016,Dec,,-0.0150,0.3986,0.3036,-0.1088,-0.1030,0.2463,
ROKU,2017,Dec,5.1343,0.1772,0.5128,0.3897,-0.0383,0.0547,0.2863,51.7800
ROKU,2018,Dec,3.3634,0.1977,0.7425,0.4473,-0.0179,-0.0059,0.4480,30.6400
ROKU,2019,Dec,16.0542,0.4159,1.1289,0.4387,-0.0576,-0.0562,0.5204,133.9000
ROKU,2020,Dec,42.4999,0.9981,1.7784,0.4545,-0.0114,0.0370,0.5753,332.0200
ROKU,2021,Dec,30.8383,2.0562,2.7646,0.5095,0.0850,0.0680,0.5545,228.2000
ROKU,2022,Dec,5.6991,1.8820,3.1265,0.4609,-0.1698,-0.0479,0.1309,40.7000
ROKU,2023,Dec,13.1534,2.0259,3.4846,0.4370,-0.2274,0.0497,0.1145,91.6600
ROKU,2024,Dec,10.8469,2.1602,4.1129,0.4390,-0.0530,0.0518,0.1803,74.3400
ROKU,2025,Dec,16.0402,2.3173,4.7373,0.4379,-0.0012,0.1010,0.1518,108.4900
SHOP,2022,Dec,43.9522,1.6490,5.6000,0.4918,-0.1468,-0.0332,,34.7100
SHOP,2023,Dec,99.8331,4.0920,7.0600,0.4979,-0.2008,0.1282,0.2607,77.9000
SHOP,2024,Dec,137.1457,4.5610,8.8800,0.5036,0.1211,0.1798,0.2578,106.3300
SHOP,2025,Dec,209.0929,5.7780,11.5560,0.4807,0.1270,0.1737,0.3014,160.9700
SNAP,2015,Dec,,0.6408,0.0587,-2.1083,-6.5072,-5.5542,,
SNAP,2016,Dec,,0.9874,0.4045,-0.1166,-1.2865,-1.6754,5.8950,
SNAP,2017,Dec,17.0365,2.0430,0.8249,0.1303,-4.2252,-0.9930,1.0395,14.6100
SNAP,2018,Dec,7.1661,1.2791,1.1804,0.3233,-1.0746,-0.6863,0.4309,5.5100
SNAP,2019,Dec,22.4613,1.2210,1.7155,0.4778,-0.6431,-0.1990,0.4533,16.3300
SNAP,2020,Dec,75.2719,0.8624,2.5066,0.5282,-0.3439,-0.0900,0.4611,50.0700
SNAP,2021,Dec,76.1549,1.4398,4.1170,0.5749,-0.1705,0.0542,0.6425,47.0300
SNAP,2022,Dec,14.5473,0.1966,4.6018,0.6055,-0.3032,0.0120,0.1178,8.9500
SNAP,2023,Dec,28.6912,-0.2053,4.6061,0.5410,-0.3036,0.0076,0.0009,16.9300
SNAP,2024,Dec,18.7168,-0.2676,5.3614,0.5385,-0.1468,0.0408,0.1640,10.7700
SNAP,2025,Dec,14.1727,-0.5963,5.9314,0.5499,-0.0897,0.0737,0.1063,8.0700
SNOW,2019,Jan,,0.1165,0.0967,0.4646,-1.9186,-1.5108,,
SNOW,2020,Jan,,0.1272,0.2647,0.5597,-1.3526,-0.7371,1.7388,
SNOW,2021,Jan,78.6563,0.8202,0.5920,0.5903,-0.9187,-0.1359,1.2363,272.4500
SNOW,2022,Jan,86.7981,1.0857,1.2193,0.6240,-0.5864,0.0771,1.0595,275.9000
SNOW,2023,Jan,50.8430,0.9399,2.0657,0.6526,-0.4077,0.2520,0.6941,156.4400
SNOW,2024,Jan,65.3829,1.7627,2.8065,0.6798,-0.3901,0.2897,0.3586,195.6400
SNOW,2025,Jan,60.6425,0.3573,3.6264,0.6650,-0.4015,0.2519,0.2921,181.5100
SNOW,2026,Jan,66.6164,0.5483,4.6839,0.6717,-0.3064,0.2392,0.2916,192.7000
TSLA,2009,Dec,,0.0696,0.1119,0.0852,-0.4636,-0.8282,,
TSLA,2010,Dec,,0.0277,0.1167,0.2632,-1.2578,-1.4392,0.0429,1.7753
TSLA,2011,Dec,2.9875,0.0041,0.2042,0.3016,-1.2313,-1.5289,0.7495,1.9040
TSLA,2012,Dec,3.8787,-0.2504,0.4133,0.0728,-0.9541,-1.2228,1.0234,2.2580
TSLA,2013,Dec,18.5318,0.8457,2.0135,0.2266,-0.0304,-0.0031,3.8723,10.0287
TSLA,2014,Dec,27.9709,-1.0541,3.1984,0.2757,-0.0584,-0.3212,0.5885,14.8273
TSLA,2015,Dec,31.6948,-1.4599,4.0460,0.2282,-0.1771,-0.5337,0.2650,16.0007
TSLA,2016,Dec,34.5474,-2.4679,7.0001,0.2285,-0.0953,-0.2007,0.7301,14.2460
TSLA,2017,Dec,52.5932,-6.8476,11.7588,0.1890,-0.1388,-0.2956,0.6798,20.7567
TSLA,2018,Dec,57.4817,-7.9400,21.4613,0.1883,-0.0181,-0.0001,0.8251,22.1867
TSLA,2019,Dec,75.8606,-4.1340,24.5780,0.1656,-0.0028,0.0439,0.1452,27.8887
TSLA,2020,Dec,677.3398,10.9220,31.5360,0.2102,0.0632,0.0883,0.2831,235.2233
TSLA,2021,Dec,1092.1902,13.4530,53.8230,0.2528,0.1212,0.0932,0.7067,352.2600
TSLA,2022,Dec,389.7542,21.1560,81.4620,0.2560,0.1676,0.0929,0.5135,123.1800
TSLA,2023,Dec,791.3567,26.4120,96.7730,0.1825,0.0919,0.0450,0.1880,248.4800
TSLA,2024,Dec,1298.9582,31.0280,97.6900,0.1786,0.0724,0.0367,0.0095,403.8400
TSLA,2025,Dec,1687.5437,37.4750,94.8270,0.1803,0.0459,0.0656,-0.0293,449.7200
UBER,2017,Dec,,4.3930,7.9320,0.4755,-0.5144,-0.2823,,
UBER,2018,Dec,,-0.4900,11.2700,0.5011,-0.2691,-0.1862,0.4208,
UBER,2019,Dec,51.2651,5.5220,14.1470,0.4905,-0.6076,-0.3470,0.2553,29.7400
UBER,2020,Dec,94.7665,-1.0870,11.1390,0.5373,-0.4366,-0.3017,-0.2126,51.0000
UBER,2021,Dec,81.9507,-5.0930,17.4550,0.4643,-0.2197,-0.0426,0.5670,41.9300
UBER,2022,Dec,49.7050,-5.0500,31.8770,0.3833,-0.0575,0.0122,0.8262,24.7300
UBER,2023,Dec,127.8499,-4.1530,37.2810,0.3976,0.0298,0.0902,0.1695,61.5700
UBER,2024,Dec,126.0090,-2.5980,43.9780,0.3940,0.0636,0.1568,0.1796,60.3200
UBER,2025,Dec,168.1687,-2.9670,52.0170,0.3975,0.1070,0.1877,0.1828,81.7100
W,2012,Dec,,0.0779,0.6010,0.2415,-0.0356,-0.0068,,
W,2013,Dec,,0.1153,0.9158,0.2448,-0.0175,0.0302,0.5238,
W,2014,Dec,1.0052,0.4159,1.3190,0.2359,-0.1120,-0.0210,0.4401,19.8500
W,2015,Dec,3.9870,0.3861,2.2499,0.2403,-0.0362,0.0402,0.7058,47.6200
W,2016,Dec,2.9784,0.3486,3.3804,0.2390,-0.0580,-0.0100,0.5025,35.0500
W,2017,Dec,6.9821,0.2871,4.7209,0.2370,-0.0499,-0.0142,0.3966,80.2700
W,2018,Dec,8.0596,0.2248,6.7792,0.2341,-0.0698,-0.0110,0.4360,90.0800
W,2019,Dec,8.3321,-0.4692,9.1271,0.2353,-0.1019,-0.0513,0.3463,90.3700
W,2020,Dec,21.6382,-0.0681,14.1452,0.2907,0.0255,0.0870,0.5498,225.8100
W,2021,Dec,19.7569,-0.9110,13.7080,0.2841,-0.0069,0.0225,-0.0309,189.9700
W,2022,Dec,3.4863,-1.8590,12.2180,0.2796,-0.1133,-0.0704,-0.1087,32.8900
W,2023,Dec,7.0338,-1.8580,12.0030,0.3055,-0.0677,0.0167,-0.0176,61.7000
W,2024,Dec,5.4514,-1.7460,11.8510,0.3016,-0.0389,0.0206,-0.0127,44.3200
W,2025,Dec,12.8525,-1.7300,12.4570,0.3022,0.0014,0.0372,0.0511,100.4100
ZM,2018,Jan,,0.0361,0.1515,0.7968,-0.0319,0.0640,,
ZM,2019,Jan,,0.0488,0.3305,0.8154,0.0187,0.0693,1.1819,
ZM,2020,Jan,17.8268,0.2831,0.6227,0.8147,0.0204,0.1828,0.8839,76.3000
ZM,2021,Jan,105.6134,2.2403,2.6514,0.6900,0.2489,0.5247,3.2581,372.0700
ZM,2022,Jan,45.7185,1.0628,4.0999,0.7428,0.2594,0.3592,0.5463,154.2800
ZM,2023,Jan,22.2420,1.0868,4.3930,0.7495,0.0559,0.2701,0.0715,75.0000
ZM,2024,Jan,19.4313,1.5583,4.5272,0.7619,0.1160,0.3251,0.0306,64.6100
ZM,2025,Jan,26.7760,1.3494,4.6654,0.7579,0.1743,0.3877,0.0305,86.9400
ZM,2026,Jan,27.6764,1.2729,4.8688,0.7702,0.2308,0.3952,0.0436,92.1000
